global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
8951.21435893548	-6.077935989727847	36.94130589522904	80124238.49961272	10494.957651638924	-25.63198654637927	656.9987343137677	110144136.1096944	7022.5840091598275	-2.522168025470819	49316686.16570731	6.361331548707369	7019.845116546549	10687.745801254423	1.067008	40.611729	0.013247499999999995	0.0132475	0.2928913447	0.126419585	-0.2885327949	0.0748082172	-0.29693824	0.04738383400000002	-0.2431626927	0.047371755099999996	0.4003651076	-0.1412677969	-0.10748551320000001	-0.2531471473	-0.1916188525	0.032488494799999997	-0.16306841449999998	0.055168059400000004	0.5104678217	0.0439947821	0.0230030235	0.3966972435	-0.10855232710000001	-0.12355855380000001	0.2906885734	-0.0383820291	-0.0474150825	0.2007865948	-0.0095301289	-0.4811346439	-0.23377909440000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0944365	-0.013247499999999982	0.00891825253225	0.00017549625624999952	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8968.282796161784	17.06843722630401	291.33154934828065	80430096.31193143	10486.81011837895	-8.147533259974807	66.3822982223957	109973186.45893513	7014.938517291913	-7.645491867914642	49209362.40138566	58.453545902348935	7011.235004606529	10586.926683316644	1.182864	45.021343	0.06717414999999999	0.0427133	-0.1206482714	-0.1816027857	-0.2995346281	0.0696204522	0.1724300198	-0.37435618579999996	-0.3927082992	-0.1279424025	-0.0513958683	-0.2970083383	-0.34890047729999996	-0.0787031735	0.052794979299999996	-0.12033395279999999	-0.044961699699999996	0.1077087474	-0.1732251675	0.0331905154	-0.1247886883	-0.06430872900000001	-0.2999168338	-0.3345013128	0.06334317980000001	0.132239106	-0.0696714666	0.0958847782	-0.034062482000000005	0.1888961975	0.0474801419	0.0	0.0	0.0	0.0	0.026992400000000003	0.026992400000000003	0.0007285896577600003	0.0007285896577600003	0.102966	0.008529499999999995	0.010601997156	7.275237024999993e-05	-0.000633045	-0.000633045	4.007459720250001e-07	4.007459720250001e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9029.790121032613	61.5073248708286	3783.15101276565	81537109.62989816	10536.850139407929	50.040021028979034	2504.003704580663	111025210.86034088	7022.655104693823	7.7165874019101475	49317684.71948221	59.54572113131839	7017.610752762938	10832.05574893072	0.996389	37.923851	0.029725950000000008	0.0188009	-0.2319952906	-0.047118283600000005	0.0090753224	0.0415517571	0.2803508177	0.0530693764	0.0175057582	-0.126009964	-0.13680319119999998	-0.0843261667	-0.0158179432	-0.04268538349999999	-0.1789972578	0.1053174765	-0.1488519926	0.3926659298	-0.1487676376	-0.35563133799999996	-0.1086652791	-0.159088601	-0.0661156847	-0.0506942708	0.06991648360000001	-0.1365872263	-0.0105387085	0.4309347158	0.1179183971	0.0620764321	0.3383849709	0.0	0.0	0.0	0.0	0.015835499999999995	-0.011156900000000008	0.00025076306024999985	0.00012447641761000018	0.0986949	-0.004271100000000001	0.00974068328601	1.824229521e-05	-0.000347086	0.00028595900000000007	8.177254968100004e-08	1.2046869139599998e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9034.767316223559	4.977195190946077	24.772471968776756	81627020.45830144	10508.264786128704	-28.585353279224364	817.122422098063	110423628.81539254	7032.393034352253	9.737929658430405	49454551.7896061	94.8272740325385	7026.574556792084	11068.045558828335	0.960045	36.54055	0.04169633500000002	0.0246385	-0.14376763050000002	0.2193161912	0.2169106755	0.0833538658	0.1660291407	0.1507905046	0.1156603023	-0.1555955987	0.0005008187999999999	0.1649284349	0.0437632349	0.2009987393	-0.22349187280000002	0.4190361267	0.0718773076	-0.2018979675	-0.17505058760000006	-0.16971602260000002	-0.141125861	-0.0299231525	0.1851848892	-0.0521556483	-0.1166385368	-0.4257426509	0.25288721670000003	-0.1845851804	-0.0696270022	-0.0124039934	0.2333669802	0.0	0.0	0.0	0.0	0.00229051	-0.013544989999999995	5.2464360601e-06	0.0001834667541000999	0.0846024	-0.01409250000000001	0.007157566085759999	0.00019859855625000024	-6.59091e-05	0.0002811769	7.906044909360999e-08	4.344009462810001e-09	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9013.942934536652	-20.824381686907145	433.65487264199373	81251167.22708322	10495.20577855133	-13.059007577374361	170.5376789059209	110149344.33413725	7033.863999684094	1.470965331840489	49475242.76605192	2.1637390074766003	7028.923876978661	11108.789625408479	0.944771	35.959229	0.02239697500000001	0.0144138	-0.1309629571	0.20856257539999998	0.1459304998	0.07322651820000001	0.013303831399999999	0.0473019666	0.0340752175	-0.1790424337	-0.0063960486	-0.1262727673	0.3125567271	0.0297296151	-0.3448260609	-0.0785836411	-0.1012264361	-0.3446284783	-0.3214460054	0.2363715385	-0.1673791543	-0.036224746	-0.1075416053	0.223133306	0.0658149735	-0.4232676136	-0.2652808174	-0.1939280546	-0.32700065	0.1893663989	-0.0591995347	0.0	0.0	0.0	0.0	0.00612449	0.00383398	3.75093777601e-05	1.46994026404e-05	0.0957259	0.011123499999999995	0.009163447930809998	0.00012373225224999987	-0.00021469900000000005	-0.0001487899	2.213843434201e-08	4.6095660601000014e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8984.863005982832	-29.079928553819627	845.642244695254	80727763.23627885	10501.125326879264	5.919548327934535	35.041052406752556	110273633.13082512	7030.4138147881895	-3.450184895904385	49426718.40716463	11.903775815926757	7025.714653289257	10827.696085565089	1.130691	43.035587	0.0365426	0.0286628	0.1560488713	0.1604886355	0.1723522109	0.0771851944	-0.1293545725	0.21234536420000005	-0.0334418257	0.046302375199999996	0.16544719130000002	0.2084007832	0.06927992849999999	0.4135424527	-0.2526688364	-0.5915179728	-0.2141111198	0.1429548454	-0.1378861964	0.1688122895	0.0463534113	0.1381177805	0.2208636816	0.028156053900000002	-0.37805329670000004	-0.0977760385	-0.6452825842000001	0.2132334373	-0.10520986189999999	0.2232441322	-0.18947849760000002	0.0	0.0	0.0	0.0	0.00839634	0.002271850000000001	7.049852539560001e-05	5.1613024225000016e-06	0.12274000000000003	0.027014100000000027	0.015065107600000002	0.0007297615988100015	-0.000359832	-0.00014513299999999995	2.1063587688999985e-08	1.2947906822399998e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8985.056615431326	0.1936094484935893	0.037484618545991805	80731242.38250622	10486.760086422077	-14.36524045718761	206.36013339281968	109972137.11017516	7032.066934239497	1.6531194513072478	49449965.36762448	2.732803920290376	7029.846541273871	10774.935622632622	1.418248	53.980373	0.101910457	0.0588168	0.6279788868	0.0635018957	-0.0740510392	0.0681035758	-0.7255424856999999	-0.04760515	0.1374367148	0.40160586200000004	0.5397935882	-0.17592539289999998	0.1578227576	-0.1353705186	0.1822881841	-0.0295852829	0.39176554979999995	0.1326557397	-0.38472927560000003	-0.14402773259999999	0.36982667880000003	0.5771677412	-0.1763958364	0.1531245312	0.1320174456	0.0357883633	0.071348583	-0.1677640981	0.2890977744	0.4553162236	0.211981575	0.000203782	0.000203782	4.1527103524e-08	4.1527103524e-08	-0.012872	-0.02126834	0.000165688384	0.0004523422863556	0.14256	0.019819999999999977	0.0203233536	0.00039283239999999913	-0.00130241	-0.000942578	8.884532860839998e-07	1.6962718080999996e-06	-8.750370000000001e-05	-8.750370000000001e-05	7.656897513690002e-09	7.656897513690002e-09	0.000182285	0.000182285	3.3227821225e-08	3.3227821225e-08	0.0
8975.677156961743	-9.379458469582461	87.97424118262215	80562780.42600484	10458.220939545468	-28.539146876608356	814.4829044446245	109374385.2203473	7017.0322220358275	-15.034712203669187	49238741.20508906	226.04257104715919	7013.595337072041	10566.118412187154	1.562555	59.47288100000001	0.187228568	0.116492	-0.009469797	-0.4401355916	-0.1406062771	0.088557215	-0.0835166931	-0.7826399568000001	0.2691301538	0.18974029010000001	-0.2107749393	-0.5888085241	0.0552277379	0.3163180023	0.0613824491	-0.0513826854	0.1467080591	-0.25972037989999996	0.3085808443	0.09094214910000001	0.18605419920000002	-0.15778774480000002	-0.6067637154	0.0687817559	-0.3153699999	-0.021498733399999997	-0.0100260326	-0.2873260177	0.0107667579	-0.24496796769999998	-0.19295316969999998	0.00338697	0.003183188	1.14715657809e-05	1.0132685843344e-05	0.0939694	0.1068414	0.008830248136359999	0.01141508475396	0.128365	-0.014194999999999984	0.016477573225	0.0002014980249999996	-0.00225958	-0.0009571700000000002	9.161744089000004e-07	5.105701776400002e-06	-0.0	8.750370000000001e-05	0.0	7.656897513690002e-09	-3.32209e-05	-0.0002155059	1.10362819681e-09	4.6442792934809986e-08	1.0
9017.589457156759	41.91230019501745	1756.6409076372597	81316919.61782476	10534.085357156417	75.8644176109483	5755.409859448362	110966954.31185722	7017.906711509033	0.8744894732053581	49251014.61144353	0.7647318387469847	7012.466150417134	10707.471177819712	1.063044	40.460827	0.0401096	0.021292	-0.1430883644	-0.3353429015	0.1446557631	0.0596645654	0.2601963807	0.061850061	0.0608425917	0.1600579482	-0.3106873667	-0.2025274372	0.2254283445	-0.0770994304	-0.11472204189999999	0.056825218	-0.1280752302	0.4585224286	0.0436786866	0.0238102697	0.1673040868	-0.2981301071	-0.2087884452	0.2082092003	0.0673216786	-0.0884545108	0.0127268459	0.4305731827000001	0.20246291789999998	-0.015202166999999999	-0.0414799406	0.0028416	-0.0005453699999999999	8.074690559999999e-06	2.9742843689999985e-07	0.08224069999999999	-0.011728700000000009	0.0067635327364899975	0.0001375624036900002	0.12730999999999998	-0.001055000000000028	0.016207836099999994	1.1130250000000591e-06	-0.00196976	0.00028982000000000015	8.399563240000004e-08	3.8799544576e-06	6.59905e-05	6.59905e-05	4.354746090250001e-09	4.354746090250001e-09	-0.000213021	-0.0001798001	4.537794644099999e-08	3.232807596001e-08	0.0
9019.40308725873	1.8136301019694656	3.2892541467697742	81349632.05045229	10517.712365604672	-16.372991551745145	268.07485235351794	110622273.4055934	7030.4782137324155	12.571502223382595	49427623.91376614	158.04266815251353	7025.93073869761	10818.879045857426	1.042437	39.67651400000001	0.11992057499999995	0.0569178	-0.0956387717	-0.126451271	0.3533373558	0.0780296529	0.091250644	0.1217725395	0.2262747832	0.1496317668	-0.16595054369999998	0.20155930390000001	0.33345362370000003	0.2889111707	0.2842339682	0.1633764257	0.1001201134	0.196728295	0.1500731897	0.1186413692	0.16029060720000002	-0.1510061177	0.17790293629999998	0.3235434713	-0.316523951	-0.0100983708	0.2882342696	0.062499832199999994	0.1702120661	0.0200353337	-0.2040970761	-0.00125759	-0.00409919	1.5815326081000004e-06	1.68033586561e-05	0.0473659	-0.034874799999999984	0.0022435284828099997	0.001216251675039999	0.157303	0.02999300000000002	0.024744233809000003	0.0008995800490000012	-0.00128755	0.0006822100000000003	4.6541048410000017e-07	1.6577850024999996e-06	-6.90619e-25	-6.59905e-05	4.7695460316100004e-49	4.354746090250001e-09	5.78502e-05	0.0002708712	3.346645640040001e-09	7.337120698943997e-08	0.0
